Testlet Code,Text
Testlet1090004,"However, is wind energy the best answer to the world&#8217;s quest for a clean,  inexpensive power source? With so many factors to consider, the answer is not simple. There are numerous advantages and also a few disadvantages associated with utilizing wind energy.</div><div class='paraTitle'>Advantages</div>One obvious advantage is that wind is a renewable source of energy that does not harm the environment. Wind is free to utilize and is far more sustainable than other nonrenewable sources of energy, such as coal or natural gas. Replacing power plants that use fossil fuel with a large-scale wind turbine will stop the harmful emissions that</div>"
Testlet1090004,"the power plants are pumping into the atmosphere.</div>A power plant takes up a lot of space, while wind turbines take up much less space. This is an advantage that saves money. The base size of the windmill is only a few square meters. This allows the land surrounding the turbine to be used for other purposes. The best sites for wind energy are in rural areas; farmland can surround a turbine without any ill effects on the crops. Wind turbines range in size and can be useful in remote areas, such as mountainous regions.</div>"
Testlet1090004,"<div class='paraTitle'>Disadvantages</div>Even though the sun does initiate wind, wind speeds <u>fluctuate</u> and are unpredictable. In some areas, the wind strength is too low to sustain wind turbines. Generally, the amount of energy produced by wind turbines is less than that produced by the average traditional power plant. To remedy this, multiple wind turbines must be built in order to meet the needs of the area.</div>An added consideration is cost. Although wind energy is free to use, wind energy systems can be very expensive to construct compared to conventional generators. The construction phase can negatively impact surrounding wildlife. For example, the grazing patterns of animals may change.</div>"
Testlet1090004,"Wind energy systems can also be extremely noisy.  The noise pollution from industrial-sized wind turbines is like the sound of a small jet engine. For people living close to the turbines, this is a major nuisance.</div>Furthermore, wind turbines made from metal may interfere with the transmission of television and radio waves.</div><div class='paraTitle'>Judgment</div>Although wind energy has some drawbacks, the <u>substantial benefits</u> outweigh the disadvantages. Nevertheless wind-powered generators do have inconsistent output and may be better used to supplement other sources of energy.</div>"
Testlet1090004,"Solar Power</h1>People all over the world are realizing the importance of earth-friendly energy sources. Solar power is usable energy converted from sunlight. Like other energy sources, solar power has disadvantages. However, its benefits are tempting some skeptics to take a second look.</div><div class='paraTitle'>Advantages</div>Solar power is completely renewable because the sun rises every day, offering a consistent energy source. In addition, harnessing the sun&#8217;s energy does not pollute the air. This is an important advantage of solar energy over oil and other fossil fuels.</div>"
Testlet1090004,"Another significant advantage is that the energy captured from the sun is free! Once installed, solar panels require very little maintenance. This means that once the equipment is in place, the monetary benefits to consumers are substantial. Most equipment systems have a life span of up to 40 years.</div>Some common arguments against other renewable resources include their noise output and displeasing outward appearance. In this area, solar power is better than other alternatives. Solar cells make no noise, and modern systems are becoming less conspicuous. Some even lie directly on the roof like regular roofing materials. Solar panels operate independently; therefore, they</div>"
Testlet1090004,"can be installed almost anywhere. They can be used on remote cabins in the woods, city buildings, and even lampposts.</div><div class='paraTitle'>Disadvantages</div>One obvious disadvantage of solar power is that the sun is not always available. Solar power cannot be created at night; in addition, cloudy days and stormy days limit the amount of solar power that can be created. This restricts how much power can be saved for future days.</div>Another disadvantage deals with aesthetics, or how solar panels look. In order to achieve efficiency, sometimes a large area is needed for installation of solar panels. Some roofs</div>"
Testlet1090004,"look better than others with large panels situated on them.</div>The main argument against solar energy is that solar cells and panels can be very expensive. Purchasing and installing solar panels is costly. The savings will come, but it may take 8 to 10 years to recover the initial costs.</div><div class='paraTitle'>Judgment</div>Solar power technology is improving consistently over time. As nonrenewable energies become scarce, the increased use of renewable energy sources is becoming inevitable. Soon more consumers will recognize the <u>obvious advantages</u> that solar power has to offer.</div>"
Testlet1090004,The circle graph on the following page shows our nation&#8217;s total energy consumption per energy source in 2010 along with a breakdown of our renewable energy consumption during that year.</div>
Testlet1090004,<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L9_I01_125_tab2_page6.svg' /></div>
Testlet1020000561,"Music Education</h1>On a busy school day, the classrooms of high school buildings across America are filled with a variety of activities. Students conduct experiments in the chemistry lab or learn about the settlement of the New World in history class. Economics students analyze supply and demand, while English students explore eighteenth-century literature. Some of these schools&mdash;but not all&mdash;are offering music instruction to the students in the form of band, orchestra, choir, and music theory. Decades of research demonstrate that this music education has a significant impact on learning. All schools should provide music </div>"
Testlet1020000561,"education for the students because of the vast benefits it provides.</div>When a person hears music, that person is stimulated in several key ways. Music stirs the listener&#8217;s sense of hearing, and he or she may begin to tap his or her toe to the beat or start to dance. If the person is playing an instrument, other areas of the body become engaged as well. Small muscles work to move fingers over piano keys or violin strings. Eyes focus on sheets of written music, and the brain processes what is read.</div>Researchers in the past theorized that engaging the skill sets used during music instruction likely impacted the brain in a positive way. Recent studies confirm that</div>"
Testlet1020000561,"these theories are true. The University of Kansas studied the impact of music education in elementary schools. The students who participated in superior music programs scored 20 percent higher on standardized math tests than the students who spent time in low-quality music programs. Researchers concluded that the concentration and focus developed in music education classes helped students with achievements in math.</div>College Board, an organization that develops college readiness exams, analyzed the connection between music education and test scores. They studied the exam results of thousands of students over ten years. They found that students who took four years of</div>"
Testlet1020000561,"arts courses in high school earned the highest scores on the tests. Students who took any arts courses scored higher than those who did not participate in fine arts education. The students who took music courses earned the highest scores of all.</div>These findings support the importance of music instruction in the classroom. Many school districts cut programs when funding is difficult, but the results end up hurting the students more than helping the budgets. Music instruction is critical in schools and should begin at early levels. Research supports the idea that the left side of the brain is developed when a student learns music. This is the same side of the brain that</div>"
Testlet1020000561,"is involved with language development and decoding skills.</div>With all this research, it is clear that music education can improve student performance. For example, suppose a student is struggling to understand the material for an upcoming algebra test. Perhaps he can increase his score by taking a break from studying to practice his clarinet for a while. Students without access to music education don&#8217;t have this option, which is only one reason why schools must make music education a top priority.</div>The bar graph on the next page shows the effects of music programs in high schools across the United States.</div>"
Testlet1020000561,"<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L9_I01_253_tab_page6.png' alt='A bar graph titled ""Effects of Music in American High Schools"" displays 4 bars. The labels and data points for these bars are provided in the table in the long description.' /></div>"
Testlet1020000581,"<div class='passageMisc'><i>Here is one author&#8217;s opinion about advertising on the Internet.</i></div>The False Promise of Internet Advertising</h1>Ads are everywhere, and the World Wide Web is no exception. Whenever Internet users surf the Web, they probably see dozens, if not hundreds, of advertisements. Judging only by the sheer abundance of online ads, one might guess that this marketing strategy is phenomenally effective. Research, however, suggests otherwise. Internet advertising has proven far less persuasive to consumers than marketers once hoped.</div>Research data have revealed that few people actually take the bait and instead &#8220;click</div>"
Testlet1020000581,"through&#8221; when they encounter an ad. When advertisers place ads on a website, they are hoping that consumers will interrupt what they&#8217;re doing to follow the link to the product. Studies conducted by one prominent social media website show that ads did not get many clicks at all. Of course, it&#8217;s possible that consumers were influenced by the ad to buy the product even if they didn&#8217;t follow the link right away. However, available data cannot prove in such cases that an online ad made the difference.</div>Part of the problem is that online advertising often targets consumers who were going to buy the product or visit the seller&#8217;s website anyway. <u>For example, when someone runs a search for a cell phone by a major brand, the</u></div>"
Testlet1020000581,"<u>person will likely be shown an ad for that brand right above the search result for the same brand. The consumer is presented with two links to exactly the same website. One of those links probably cost the sellers a small fortune to place.</u> Also, Internet advertisers increasingly have relied on &#8220;tracking,&#8221; using consumers&#8217; email content and search data to target potential customers. If someone has searched for a particular kind of shoe at some point in the recent past, the person is likely to see an ad for that very kind of shoe on the next visit to a social media website. Targeted ads certainly do help sellers reach consumers who are likely to buy the product. On the other hand, most consumers have already decided whether to make the</div>"
Testlet1020000581,"purchase by the time they see the ad. In such cases, an ad&#8217;s influence is minimal.</div>Added to this shoddy marketing strategy is the fact that consumers are more skeptical about advertising in general. These days, people can learn about products through online user reviews, comments, and <br/>price-comparison charts. With a wealth of information available from sources other than the seller, consumers are more likely to question an ad&#8217;s claims. Moreover, &#8220;tracking&#8221; often strikes consumers as an unnerving violation of their privacy. When people feel their personal information is being used for the purposes of marketing, they are likely to leave the website altogether.</div>"
Testlet1020000581,"In such cases, online advertising can have the converse effect of driving consumers away from both the product and the platform on which it is advertised. Clearly, companies wishing to advertise their products should consider a new approach.</div><div class='passageBody alignCenter'><img aria-describedby='RC_L9_I01_264_tab_page5.svg_DescribeId' src='{cdnPath}/images/RC_L9_I01_264_tab_page5.svg'/><div class='screen-reader-only' id='RC_L9_I01_264_tab_page5.svg_DescribeId'><table>    <caption><b>An Informal Survey of Frequent Internet Users</b><br/>Do you approve of marketers using your personal data        to more effectively place targeted ads?</caption>    <tr>        <th scope=""row"">Yes</th>        <td>27%</td>    </tr>    <tr>        <th scope=""row"">No</th>        <td>70%</td>    <tr>    <tr>        <th scope=""row"">Not sure</th>        <td>3%</td>    </tr></table></div></div>"
Testlet1020000591,"<div class='passageMisc'><i>This passage offers one author&#8217;s opinions about small, local companies.</i></div>Small Businesses</h1><div class='passageBody highlightPhrases' highlightCount='1' group='g1'><span id='phrase-1' class='highlightPhrase'>It&#8217;s easy for people to believe they&#8217;re doing themselves a favor when they shop at big national chain stores.</span> <span id='phrase-2' class='highlightPhrase'>The one-stop shopping these businesses provide is extraordinarily convenient, and prices are consistently low.</span> <span id='phrase-3' class='highlightPhrase'>However, for every dollar spent at a chain, a small local business suffers, and so does the community as a whole.</span> <span id='phrase-4' class='highlightPhrase'>On the other hand, when consumers support the mom-and-pop establishment just down the road, everybody wins in some very significant ways.</span></div>Consumers benefit from shopping locally. People who own and work at a local business</div>"
Testlet1020000591,"are generally members of the community. They get to know their customers and therefore feel a stronger commitment to serving them. The personal investment of the owner often means more enthusiastic customer service. A local business is far more likely than a major national chain to bend over backwards in order to please a customer. They might alter the rules of a return policy or negotiate prices, for instance.</div>A variety of local businesses offers a greater selection of goods and services, unlike the somewhat uniform choices presented by chains. Individual shop owners in a local market have their own tastes, which determine the merchandise sold at their stores. They are more likely to understand the</div>"
Testlet1020000591,"products on their shelves and the needs of the local consumer. Thus, they are better able to tailor their supply. On the other hand, national chains have a limited inventory decided upon by marketing specialists far away and disconnected from local needs.</div>A community rich in small businesses is also likely to be rich in many other ways. Small businesses give more to local charity organizations and other community groups. They also reinvest two to three times more of their revenue in the community than big chain stores.</div>Supplies and services are often provided by other local businesses, while the chain store may have suppliers from all over the</div>"
Testlet1020000591,"country. A family-owned restaurant, for example, will probably buy produce from local farmers and use a local accountant for its bookkeeping, but a chain restaurant operating in Kentucky may buy vegetables from Idaho and seafood from Southeast Asia.</div>The cost to the government of maintaining infrastructure, or basic framework, for small, local operations is also significantly less. A local business generally operates in the town center, where roads, utilities, and other necessities are already established.</div>So-called &#8220;big box&#8221; stores, national chains that build enormous facilities on the cheap land just outside of town, encourage sprawl and cost the community more in upkeep. It is</div>"
Testlet1020000591,"far more expensive, for example, to maintain the heavily used, out-of-the-way roads that often lead to big box stores.</div>Moreover, a locally driven economy improves residents&#8217; well-being and quality of life. The presence of many small, local businesses has a positive effect on overall income, resulting in more growth than in those economies where big box retailers reign. In contrast, chain stores tend to depress wages. Studies have also shown that the residents of communities that have thriving small businesses are more informed about local issues, vote more, and participate more in civic affairs. Not only that, but they are less likely to suffer from health problems, such as diabetes and obesity.</div>"
Testlet1020000601,"School Design</h1>On a typical school day, students file into classrooms where they sit at desks. When the class is over, they transfer to new rooms to sit at more desks. This process is repeated until the school day is over, and students close the day feeling fatigued.</div>In 2014, the Centers for Disease Control (CDC) reported that a decrease in students&#8217; physical activity results in a decreased attention span. Imagine if there were a school where students were encouraged to move more throughout the day. Instead of chairs, students could sit on flexible stools or exercise balls. When it was time to switch classes, they</div>"
Testlet1020000601,"would be encouraged to take a ten minute physical activity break in the large, <br/>multi-purpose common area. What if the school day included running outside to pick vegetables in the school garden so that the cafeteria chef could prepare the produce in a school lunch? What if the students themselves prepared and cooked the lunch menu? In some schools nationwide, this is the reality, and this beneficial model should be replicated at all new schools.</div>In the rural town of Dillwyn, Virginia, the local school district hired architects who were familiar with green design to renovate some old buildings for new use by elementary students. A green building is one that is</div>"
Testlet1020000601,"constructed using healthier and more resource-efficient building materials and construction methods. Architects who plan green buildings are often more innovative and create products that benefit the community. These were the type of architects the people of Dillwyn wanted, as they recognized the need to encourage healthy choices and lifestyles. These architects came up with some new ideas for a school building that encourages healthy activities throughout the day.</div>In a traditional school building, the cafeteria is designed so that the food preparation takes place out of view of the students. In the Dillwyn school, however, food preparation</div>"
Testlet1020000601,"takes place in front of the students. This encourages interest in how food is prepared, and in some cases, students can help with cooking. In a traditional school, the area around the school is limited, but in the Dillwyn school, the building sits on 15 acres of land. Students grow produce in gardens and are able to go outside for lessons and other activities. In the traditional school, learning takes place in the classroom, but in the Dillwyn model, there are learning centers throughout the hallways. These learning centers provide enhanced opportunities for research and exploration. Many drinking fountains are located throughout the Dillwyn school, and there are no soda or vending machines on the premises.</div>"
Testlet1020000601,"The Dillwyn school has not been open long enough to compile long-term data, but it is easy to tell students are happier and also healthier. They are moving more, and cafeteria records show that more fresh fruit and vegetables are served and consumed than before. The model shown in Dillwyn, Virginia, is one that all schools should follow in the future.</div>"
Testlet1020000611,"Protecting Young Athletes</h1>There&#8217;s no arguing with the fact that team sports are popular in the United States&mdash;especially among children under the age of 18. According to one study, only 13 percent of boys and 18 percent of girls between ages 8 and 17 have never joined an organized sports team of some kind. This means that at least 4 out of every 5 American children play on a sports team, and many play in two or three different sports.</div>Thousands of these young athletes will suffer&mdash;or have already suffered&mdash;from a concussion. A concussion is a traumatic brain injury, usually resulting from a blow to the head. This alters the way a person&#8217;s brain</div>"
Testlet1020000611,"functions. Effects of a concussion, such as headaches, dizziness, and an inability to concentrate, are usually temporary but require rest and care until the injury heals. The intense nature of contact sports, such as football and hockey, makes concussions inevitable. For this reason, strict rules must be put into place to protect young players from experiencing serious or lasting damage as a result of concussions.</div>The first challenge for coaches and players is to identify when a concussion has taken place. The brain is an internal organ, and the degree to which any player&#8217;s brain has been injured is almost impossible to detect. It sometimes is not evident until after a game is over that a player has received a concussion.</div>"
Testlet1020000611,"According to a 2014 study in the <i>American Journal of Sports Medicine,</i> almost 70 percent of players with a concussion continued playing after their injury. Furthermore, 40 percent of these players indicated that their coaches were unaware of these injuries.</div>Some people would argue that players know the risks, and they willingly assume them when they take the field. But much research has been done, and more has been learned about brain injuries in the last five years. Leading brain researchers now know that by continuing to play with a concussion, a player risks an even greater injury. Not only are growing brains at greater risk for developing a concussion, but people who experience multiple concussions are at risk of severe</div>"
Testlet1020000611,"physical and academic challenges later in life. So, what can be done to protect young athletes from such injuries? The best solution is to make qualified medical personnel available at every organized game in this country. A concussion expert can quickly diagnose a head injury and would have the authority to remove an injured player from a game at any time. Of course, this will not prevent concussions from happening, nor will it help the athlete who experiences a head injury during practice or at an unorganized pickup game. Also, it is likely that many players and coaches will feel restricted by this rule.</div>In the end, however, the long-term well-being of young athletes must come before any</div>"
Testlet1020000611,"desire to win a game. Now that the experts are connecting the dots between brain injuries and their long-term effects, it is irresponsible to remain silent and ignore this issue any longer.</div>"
Testlet1020000621,"<div class='passageMisc'><i>In 2013, the 50th anniversary of Martin Luther King, Jr.&#8217;s influential &#8220;I Have a Dream&#8221; speech, the U.S. State Department published this reflection.</i></div>Martin Luther King: The Dream Lives On, the Work Continues</h1>It was a speech that the world cannot forget. On August 28, 1963, an estimated 250,000 people marched to the Lincoln Memorial in Washington where they heard Martin Luther King, Jr., give a speech destined to resonate through the ages.</div>In what became known as the &#8220;I Have a Dream&#8221; speech, King gave impassioned voice to the demands of the U.S. Civil Rights</div>"
Testlet1020000621,"Movement&mdash;equal rights for all citizens, regardless of the color of their skin.</div>Some historians maintain that King&#8217;s speech, delivered at one of the largest civil rights demonstrations in U.S. history, was one of those rare moments that changed a <br/>nation&mdash;paving the way for a transformation of American law and life.</div>&#8220;It was a very peaceful day. A sea of white as well as black faces enveloped the Mall,&#8221; the late Dorothy Height, president emeritus of the National Council of Negro Women (NCNW), wrote in 2005. Height, one of the march&#8217;s organizers, sat behind King on the platform. &#8220;I think it was a decisive moment not only in</div>"
Testlet1020000621,"U.S. civil rights history, but also in American history. It resulted in a new determination to move toward equality, freedom, and greater employment for people of color.&#8221;</div>According to Height, &#8220;The real significance of the march, and the speech, was that it changed attitudes. <u>Righteous indignation against racial discrimination became widespread after the march.</u> It led to a time so full of promise and achievement. You could feel it.&#8221;</div>Less than a year after the march, President Lyndon Johnson signed into law the 1964 Civil Rights Act, which banned discrimination in public facilities, such as hotels and restaurants, and also prohibited employment</div>"
Testlet1020000621,"discrimination. The following year, passage of the Voting Rights Act ensured African Americans could freely exercise their franchise<sup>1</sup>. . . . Legislation was complemented by new policies, such as affirmative action, designed to counter the legacy of discrimination.</div>The sweeping legal changes seemed abrupt to some Americans, and U.S. communities struggled to catch up. In a 1963 <i>Newsweek</i> poll, 74 percent of whites said racial integration was &#8220;moving too fast,&#8221; a viewpoint that seems shocking today when attitudes are very different. By 2000, a <i>New York Times</i> poll reported 93 percent of whites said they would vote for a qualified black presidential</div>"
Testlet1020000621,"candidate. More than 60 percent approved of interracial marriage. And 80 percent said they did not care whether their neighbors were white or black.</div>The dream King expressed at the March on Washington is now part of the U.S. political mainstream. His birthday is a national holiday on which Americans honor his ideas and his memory. His legacy is commemorated with a memorial in the nation&#8217;s capital, near those dedicated to Abraham Lincoln, Thomas Jefferson, and Franklin Delano Roosevelt. . . .</div>The universal significance of the events of August 28, 1963, was underscored by Height. &#8220;Wherever I have been in the world these last 40 years, it&#8217;s incredible to me how much</div>"
Testlet1020000621,"people know about the Civil Rights Movement and Dr. King&mdash;often in very specific detail. The world was watching us on that day,&#8221; she says. &#8220;The march touched the world as well as America.&#8221;</div><div class='passageMiscBT absBottom'><div class='passageMisc'><b>1. exercise their franchise:</b> participate in the voting process</div></div>"
Testlet1090008,"The Benefits of Bike Trails</h1>The responsibility to make healthy choices ultimately falls on individuals. However, communities can strongly influence how easy or how difficult these choices are. One way for communities to help citizens be more active is to make sure there are safe places to ride a bike. When people have access to biking trails, they&#8217;re more likely to ride a bike instead of drive a car. According to one survey, 40 percent of people said they would commute by bike more often if there were safe, separate, designated bike paths.</div>"
Testlet1090008,"<div class='paraTitle'>Economic Benefits</div>Although building bike trails can be costly, they can provide long-term economic benefits for individuals and communities. By choosing to ride a bike to work or school, people save money on gasoline and car maintenance costs. Some people rely on bike riding as their primary form of exercise, potentially saving them the cost of a gym membership. Communities save, too. Motor vehicles put a lot of wear and tear on roads, which are expensive to repair. In contrast, bikes have minimal impact. <u>They also require much less space for  parking. In fact, one regular parking space can accommodate up to 20 bicycles. Instead of spending money to</u></div>"
Testlet1090008,"<u>provide parking facilities for cars, cities could simply install bike racks and save valuable resources.</u></div><div class='paraTitle'>Environmental Benefits</div>Our wallets aren’t the only things to benefit from bike trails. A higher percentage of bicyclists means cleaner air for everyone because biking reduces pollution. Biking four miles instead of driving the same distance prevents approximately 15 pounds of pollutants from going into the air. A reduction in air pollution could have immediate health benefits, too, because motor-vehicle emissions are linked to increased rates of asthma and other respiratory problems.</div>"
Testlet1090008,"<div class='paraTitle'>Personal Benefits</div>In addition to these  more concrete benefits, there are intangible benefits, too. For example, people who bike to school or work tend to arrive feeling more alert and lively. They say that bike commuting is <u>invigorating</u>. Studies support these claims, showing that regular exercise not only improves our physical health but also improves our moods. It&#8217;s also worth noting that bike trails can make daily commutes more pleasant. <u>Would you rather sit in a car, feeling cramped and  stressed out by all the traffic, or would you rather enjoy the great outdoors, feeling free and alive on your bike?</u></div>"
Testlet1090008,"A network of bike trails connecting neighborhoods with schools, workplaces, and shops makes it much easier for people to bike instead of drive. Although some people are comfortable sharing the roads with motor vehicles, many&mdash;especially families with children&mdash;feel safer using separate bike paths. Providing such facilities would result in more people biking, a choice that benefits them as well as the whole community.</div>"
Testlet1090011,"Living Architecture:<br/>Building a New Future</h1>Lowering our carbon footprint is a global environmental priority. To accomplish this mission, we need to find ways to reduce the amount of carbon dioxide we release into the atmosphere. When the media discusses the main contributors to climate change, they usually focus on things like transportation, household energy use, or even meat production. These industries produce significant amounts of carbon dioxide. However, there&#8217;s another culprit: buildings.</div>"
Testlet1090011,<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L9_I03_098_tab_page2.svg' /></div>
Testlet1090011,"<div class='paraTitle'>Buildings Have a Large Carbon Footprint</div>Buildings are responsible for 40 percent of our carbon footprint. Building materials must be harvested and processed. These activities release carbon dioxide. Even more carbon dioxide is released during the construction process. Still more is released to keep buildings heated and cooled.</div>To devise ways to lower the carbon footprint of buildings, scientists and architects are <u>collaborating</u>. One architect, Rachel Armstrong, has been leading a team of scientists in exploring a technique called &#8220;living architecture.&#8221; The term &#8220;living architecture&#8221; refers to using biological elements to change the way our buildings affect the environment. Living architecture is</div>"
Testlet1090011,"a different way of thinking about buildings. <u>Right now, buildings mainly consist of inorganic materials, such as steel and concrete. Supporters of living architecture imagine the possibility of creating buildings that share some of the properties of living organisms.</u></div><div class='paraTitle'>Lifelike Protocells</div>Living architecture is based on a new technology called protocells. Protocells are artificial cell-like objects created in laboratories by biochemists. Protocells aren&#8217;t actually alive, and they aren&#8217;t actually cells. However, they do exhibit many of the same properties as living things. Most importantly, protocells respond to their environment.</div>"
Testlet1090011,"In fact, scientists can design protocells to do different things in the environment. For example, some protocells can remove carbon dioxide from the air. They could possibly be incorporated into building materials such as concrete or steel. With these protocells, buildings would function a bit like plants, reducing carbon dioxide levels in the atmosphere. Rather than being part of the climate change problem, buildings could be part of the solution.</div>There are numerous other ways protocells can be useful. Some protocells can attract water. Scientists believe that these protocells could be used to collect the dew that gathers on buildings in the morning. This extra water could be valuable in areas with water</div>"
Testlet1090011,"shortages. Protocells could also affect a building&#8217;s temperature by either trapping or repelling heat.</div><div class='paraTitle'>The Future Is Today</div>It sounds like something from a<br/>science-fiction novel. Could we really have buildings that include synthetic particles to control the air quality or temperature? But as Armstrong points out, our current methods of building haven&#8217;t really changed since the mid-1800s. It&#8217;s time to imagine a different future.</div>"
Testlet1090002,"Knowing People Better Through Birth Order</h1>Many researchers believe that birth order is strongly associated with certain character traits. Birth order relates to where a person falls in the order of births in the family. Is the person an only child, the oldest, the youngest, or somewhere in between? <u>It&#8217;s not just the family, but where a person fits within the family birth order that determines the type of person he or she will become.</u></div><div class='paraTitle'>The Traits That Divide Us</div>Those who have a certain position in the family often display a number of traits. Oldest</div>"
Testlet1090002,"children are high-achieving perfectionists who are natural leaders. Youngest children are charming people who get along with others and exhibit a high level of spontaneity. Only children are confident and organized individuals who have a high level of ambition. They closely mirror many of the traits of firstborns. Middle children, however, exhibit a wider variety of qualities. They may be highly social or enjoy spending time alone. They may avoid conflict at all costs or be quite aggressive. Still, the overall similarities found within individual groups far outnumber the differences.</div>"
Testlet1090002,"<div class='paraTitle'>See That CEO? She&#8217;s Probably a Firstborn!</div>As stated, there is a strong connection between birth order and personality.  This connection is so strong that, like foreshadowing in a novel, birth order can give a clue about what comes next.</div>Firstborns are overrepresented in positions associated with very high levels of achievement. For example, more than half of the people who have won Nobel Prizes or served as president of the United States were eldest children. A large number of astronauts and those who work in the fields of law and medicine are firstborns. Winston Churchill, former prime minister of Britain, was the oldest child in his family.</div>"
Testlet1090002,"<div class='paraTitle'>The Numbers Don&#8217;t Lie</div>This graph shows the connection between birth order and enrollment in AP, or advanced placement, courses. These courses teach challenging material tailored to those who plan to attend a university.</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L9_I03_105_tab1_page4.svg' /></div>"
Testlet1090002,"<div class='paraTitle'>Beyond Birth Order</div>Birth order is a useful predictor of certain personality traits. This theory, however, does not imply that there aren&#8217;t exceptions, or that every youngest child is an exact copy of every other. Rather, birth order theory simply states that patterns exist. Things such as changes in family structure and parenting styles may mean that not everyone will fit the mold. This, however, does not make birth order theory any less valid.</div>"
Testlet1090002,"Why It&#8217;s Time to Discard Birth Order Theory</h1><u>Is that new classmate conscientious or careless, social or secretive? There&#8217;s no need to spend your valuable time <i>actually</i> getting to know her to find out.</u> Just ask her about her birth order, and you&#8217;ll instantly learn everything you need to know! Does it really seem reasonable to place people with unique life histories into three or four neat little packages? Isn&#8217;t it time to admit that birth order theory has too many weaknesses to be considered valid?</div><div class='paraTitle'>Exceptions and Modifying Factors</div>Even passionate supporters of birth order theory admit there are exceptions. For </div>"
Testlet1090002,"example, a younger sibling may have some firstborn characteristics if two siblings are several years apart. Other researchers suggest that numerous factors be considered <i>in conjunction</i> <i>with</i> birth order: gender, genetics, and parenting style, to name a few.</div>So which is it? Does birth order determine personality traits, or doesn&#8217;t it? The more exceptions and factors specified, the weaker the birth order theory becomes.</div><div class='paraTitle'>A Few Examples Do Not Make a Solid Theory</div>Suppose a friend told you that he had a proven system for improving grades. If the friend then revealed that only three people had been successful with the approach, would that alter your reaction? Many</div>"
Testlet1090002,"individuals would conclude&mdash;and rightly <br/>so&mdash;that there just isn&#8217;t sufficient evidence to make such a bold statement.</div>Yet that is essentially what many supporters of birth order theory do. For example, numerous articles mention a few names of well-known, highly successful people who are firstborns. But what about the billions of other individuals on the planet? It&#8217;s somewhat comparable to plucking a few daisies out of a field of many kinds of flowers and declaring that only daisies grow in the field.</div><div class='paraTitle'>How Birth Order Theory Oversimplifies Personality Development</div>What if someone sat down next to you and posed the following question: &#8220;Why are you</div>"
Testlet1090002,"the way you are?&#8221; Would you simply answer, &#8220;Because I&#8217;m the youngest in my family&#8221;? Probably not. You&#8217;d most likely also tell the person about your culture, your relationships, your school . . . you get the idea.</div>It&#8217;s simply impossible to pinpoint one factor and say it is responsible for shaping identity. A personality is more like a spider web, a series of tiny strands that come together to form a whole&mdash;something that is essentially ignored by birth order theory.</div>"
Testlet1090003,"Full Moon: Beware!</h1>In 2007, a police department in the United Kingdom decided to put extra officers on duty during a full moon. Their experience had confirmed what people have known since ancient times: The full moon brings out crazy behavior in people and animals.</div>Luna was the Roman goddess of the moon. <i>Luna</i> is the root of the English word <i>lunar</i>; an eclipse of the moon is also called a lunar eclipse. The same root has given us other words less obviously related to the moon: <i>lunacy</i>, <i>lunatic</i>, and <i>loony</i>. That&#8217;s because crazy behavior comes out during the full moon. In England in the 1800s, a criminal&#8217;s</div>"
Testlet1090003,"sentence might be lightened if the convict was found &#8220;guilty by reason of the full moon.&#8221;</div><div class='paraTitle'>Tidal Effect?</div>Ocean tides are caused by the gravitational pull of the moon on large bodies of water. <u>Since the human body is made mostly of water, isn&#8217;t it reasonable that the moon&#8217;s gravity could affect humans too?</u> The ancient scholars Aristotle and Pliny the Elder thought the moon pulled on the brain in the same way that it pulls on the ocean. Psychiatrist Arnold Lieber made a similar argument in his 1978 best-seller <i>How the Moon Affects You</i>.</div>"
Testlet1090003,"<div class='paraTitle'>Statistical Evidence</div>Four out of five mental health professionals can&#8217;t be wrong! A University of New Orleans study found that 81 percent of them believe that lunar cycles&mdash;the waxing and waning of the moon&mdash;affect human behavior. Statistical studies bear them out.</div>For example, a study in 1982 found that more traffic accidents happen on nights when the moon is full. A study done the following year established that calls to a poison control center about accidental poisonings went up with the lunar cycle. In Bradford, England, emergency room visits for dog bites over a two-year period doubled when the moon was full, showing that the lunar effect is not limited to humans.</div>"
Testlet1090003,There&#8217;s nothing crazy about the idea that the full moon makes people (and dogs!) crazy. Contemporary research is confirming this connection that&#8217;s been known for thousands of years.</div>
Testlet1090003,"The Myth of the Lunar Effect</h1>In medieval Europe, folklore told of people turning into monsters at the full moon. Modern folk wisdom claims that the phases of the moon influence crime rates, hospital visits, stock-market <u>fluctuations</u>, and dog bites. For every study that supports the theory, though, another study disproves it. Examples of this discrepancy are listed in the table on the following page.</div>"
